Company code,Fiscal year,Document number,Debit cost center,Credit cost center,Debit profit center,Credit profit center,Debit account AP clearing,Credit account AP clearing,Debit account AR clearing,Credit account AR clearing,Debit account types,Credit account types,Debit accounts,Credit accounts,Debit GL account text combine,Credit GL account text combine,Debit GL account text,Credit GL account text,Debit GL account is bank,Credit GL account is bank,Debit P&L,Credit P&L,Debit customer name,Credit customer name,Debit supplier name,Credit supplier name,Debit asset,Debit asset description,Credit asset,Credit asset description,Debit supplier is customer,Debit supplier is customer name,Credit supplier is customer,Credit supplier is customer name,Debit customer is supplier,Debit customer is supplier name,Credit customer is supplier,Credit customer is supplier name,Debit GL account found in CSKB,Credit GL account found in CSKB,Company code description,Fiscal period,Document type,Document type description,Posting date,Document date,Input date,Transaction code,Transaction code text,Ref transaction,Local currency,User name,User name text,Entry type,Debit account type description,Credit account type description,Debit supplier,Credit supplier,Debit supplier group,Credit supplier group,Debit supplier group text,Credit supplier group text,Debit customer,Credit customer,Debit customer group,Credit customer group,Debit customer group description,Credit customer group description,Debit tango account,Credit tango account,Debit document amount,Debit amount (Custom),Credit document amount,Credit amount (Custom)
5385,2021,2000000189,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,The Small HR Company,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,26-02-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182647,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,4200.0,5838.04,-4200.0,-5838.04
5385,2021,2000000190,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,CMS CAMERON MCKENNA NABARRO OLSWANG,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,26-02-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10164084,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,6774.77,9416.99,-6774.77,-9416.99
5385,2021,2000000191,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,TOTAL SUPPORT SERVICES,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,26-02-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10143307,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,2444.05,3397.25,-2444.05,-3397.25
5385,2021,2000000192,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,BPR GROUP EUROPE LTD,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,26-02-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10184016,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,19.92,27.69,-19.92,-27.69
5385,2021,2000000193,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,COLUMBIA PICTURES CORPORATION LTD,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,26-02-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182891,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,23237.05,32299.69,-23237.05,-32299.69
5385,2021,2000000194,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,EE Mobile,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,1/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182583,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,76.33,106.29,-76.33,-106.29
5385,2021,2000000195,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,E-On,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,2/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182588,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,96.56,134.46,-96.56,-134.46
5385,2021,2000000196,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Iron Mountain Entertainment Service,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,5/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182601,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,3676.68,5107.28,-3676.68,-5107.28
5385,2021,2000000197,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Simons Muirhead & Burton LLP,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,5/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182639,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,4800.0,6684.03,-4800.0,-6684.03
5385,2021,2000000198,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Ian Johnson Publicity,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,5/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182598,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,2400.0,3333.84,-2400.0,-3333.84
5385,2021,2000000199,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Viridor Waste Management,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,5/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182653,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,5.04,7.0,-5.04,-7.0
5385,2021,2000000200,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,MSP Chartered Secretaries,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,5/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182617,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,782.0,1086.28,-782.0,-1086.28
5385,2021,2000000201,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,TOTAL SUPPORT SERVICES,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,12/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10143307,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,1704.0,2367.03,-1704.0,-2367.03
5385,2021,2000000202,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,PRICEWATERHOUSECOOPERS LLP,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,12/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10071114,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,13812.0,19186.26,-13812.0,-19186.26
5385,2021,2000000203,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,PRICEWATERHOUSECOOPERS LLP,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,19-03-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10071114,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,72000.0,99877.93,-72000.0,-99877.93
5385,2021,2000000204,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,The Small HR Company,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,12/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182647,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,7800.0,10834.99,-7800.0,-10834.99
5385,2021,2000000205,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,CompuMark,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,12/3/2021,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182560,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,1016.4,1411.88,-1016.4,-1411.88
5385,2021,2000000206,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Sage UK Ltd,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,16-03-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182630,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,572.1,796.65,-572.1,-796.65
5385,2021,2000000207,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,BCD TRAVEL LTD,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,19-03-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10062033,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,424.1,588.31,-424.1,-588.31
5385,2021,2000000208,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,210000,0000100510_0000700704,0000210000 : AP Recon Emp Pmt,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Emp Pmt,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Sophie Loizou,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,19-03-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,912438,_,ZEMP,_,Employee Payables (T&E),_,,_,_,_,_,_,204120,101000_702000,35.85,49.73,-35.85,-49.73
5385,2021,2000000209,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,210000,0000100510_0000700704,0000210000 : AP Recon Emp Pmt,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Emp Pmt,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Saskia Gilmour,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,19-03-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,912435,_,ZEMP,_,Employee Payables (T&E),_,,_,_,_,_,_,204120,101000_702000,70.2,97.38,-70.2,-97.38
5385,2021,2000000210,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,210000,0000100510_0000700704,0000210000 : AP Recon Emp Pmt,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Emp Pmt,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Louis Yule,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,23-03-21,19-03-21,23-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,912425,_,ZEMP,_,Employee Payables (T&E),_,,_,_,_,_,_,204120,101000_702000,137.55,190.82,-137.55,-190.82
5385,2021,2000000211,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Coutts Credit Card - A Harries,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,2/3/2021,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182562,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,137.2,190.33,-137.2,-190.33
5385,2021,2000000212,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Coutts Credit Card - A Harries,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,2/3/2021,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182562,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,18.98,26.43,-18.98,-26.43
5385,2021,2000000213,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Coutts Credit Card - G Wilson,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,2/3/2021,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182563,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,4195.75,5842.61,-4195.75,-5842.61
5385,2021,2000000214,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Coutts Credit Card - H Benson,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,2/3/2021,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182564,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,611.54,851.57,-611.54,-851.57
5385,2021,2000000215,:Not assigned_:Not assigned_:Not assigned,:Not assigned_:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,__,__,__,__,K_S_S,S_K_S,0000200100_0000100510_0000700704,0000100510_0000200100_0000700704,0000200100 : AP Recon Trade Vndr_0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,0000100510 : COU-534779Op_0000200100 : AP Recon Trade Vndr_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr_COU-534779Op_Gn FX NonIC Liab,COU-534779Op_AP Recon Trade Vndr_Gn FX NonIC Liab,_Y_,Y__,__Y,__Y,__,_,E-On__,_E-On_,|_|_|,__,|_|_|,__,,__,__,__,__,__,__,__,__,__,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,19-03-21,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors_G/L accounts_G/L accounts,G/L accounts_Vendors_G/L accounts,0010182588__,_0010182588_,ZV01,ZV01,External Vendors,External Vendors,__,__,_,_,_,_,203000_101000_702000,101000_203000_702000,123.96,172.62,-123.96,-172.62
5385,2021,2000000216,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,E-On,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,19-03-21,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182588,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,108.25,150.74,-108.25,-150.74
5385,2021,2000000217,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Three Broadband,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,19-03-21,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182648,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,60.0,83.55,-60.0,-83.55
5385,2021,2000000218,:Not assigned,:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,,_,,_,K,S_S,200100,0000100510_0000700704,0000200100 : AP Recon Trade Vndr,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr,COU-534779Op_Gn FX NonIC Liab,,Y_,,_Y,,_,Sargent Disc Ltd,_,|,,|_|,_,,,_,_,,,_,_,,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,23-03-21,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors,G/L accounts_G/L accounts,10182631,_,ZV01,_,External Vendors,_,,_,_,_,_,_,203000,101000_702000,317141.12,439936.09,-317141.12,-439936.09
5385,2021,2000000219,:Not assigned_0000303402:OFFICE (CC5385),:Not assigned_:Not assigned,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,0000030527:LEFT BANK PICTURES_0000030527:LEFT BANK PICTURES,_,_,_,_,K_S,S_S,0000200100_0000612000,0000100510_0000700704,0000200100 : AP Recon Trade Vndr_0000612000 : Rent Bldg,0000100510 : COU-534779Op_0000700704 : Gn FX NonIC Liab,AP Recon Trade Vndr_Rent Bldg,COU-534779Op_Gn FX NonIC Liab,_,Y_,_Y,_Y,_,_,CUSHMAN & WAKEFIELD_,_,|_|,_,|_|,_,,_,_,_,_,_,_,_,_Y,_,Left Bank Pictures Ltd,12,KZ,Vendor Payment,24-03-21,15-03-21,25-03-21,FBZ2,Post Outgoing Payments,BKPF,GBP,DBARLOW,,Manual,Vendors_G/L accounts,G/L accounts_G/L accounts,0010184015_,_,ZV01,_,External Vendors,_,_,_,_,_,_,_,203000_603300,101000_702000,184646.7,257102.88,-184646.7,-257102.88
